rowid,lat,lon,abnb_tot_reviews_per_month,h_cat1txt,h_country,local200_n_agrupaciones,local300_n_shops24h,tp_reviews_med,h_name,cad_tot_srf_hotels,fl_n_user,h_locality,rn_med_tramo,tp_reviews_avg,h_subadministrativearea,local200_n_prox_noalim,tp_pricerange_med,fl_txt_madrid,h_phone,local300_n_restaurants,tp_pricerange_avg,local200_n_alojamiento,tp_offers_tot,local200_n_prox_supers,local200_n_prox_fresco,rn_ab_tot_price,local300_n_locutoris,tp_rating_med,tp_pricerange_3,h_language,local200_n_locales,tp_pricerange_2,local200_n_sex,rn_ab_min_price,tp_pricerange_tot,local200_n_epigrafes,rn_ab_avg_price,local200_n_shops24h,h_longitude,rn_ab_offer,rn_ab_med_price,fl_n_date,cad_pk,abnb_tot_owners,fl_n_tourists,local300_n_locales,tp_pk,abnb_tot_beds,local300_n_epigrafes,rn_ab_max_price,local200_n_locutoris,local300_n_agrupaciones,abnb_tot_hosts_listings,local200_n_fiesta,abnb_tot_offer,rn_fc_min_price,abnb_tot_reviews,h_body,h_cat1cod,local300_n_vacios,local200_n_desconocidos,h_cat2txt,tp_reviews_tot,fl_n_posts,abnb_tot_price,local300_n_prox_noalim,local300_n_sex,h_cat3txt,tp_rating_avg,fc_tot_offer,h_title,h_fax,rn_fc_offer,local200_n_restaurants,cad_tot_hotels,cad_tot_hab,local300_n_alquillercoche,tp_rating_min,local200_n_prox_educacion,abnb_pk,h_email,cad_tot_houses,local200_n_prox_alcohol,local300_n_prox_supersbig,h_web,fl_tag_madrid,local200_n_prox_supersbig,local300_n_prox_supers,h_zipcode,local300_n_prox_pastelerias,local300_n_prox_alcohol,tp_pricerange_1,tp_pricerange_0,fc_tot_owners,tp_rating_max,local200_n_prox_pastelerias,cad_tot_srf_houses,local200_n_vacios,rn_fc_max_price,h_latitude,rn_fc_avg_price,local200_n_shops,local200_n_alquillercoche,local300_n_fiesta,h_cat3cod,h_id,tp_rating_tot,cad_tot_parcs,h_address,h_cat2cod,local300_n_prox_fresco,local300_n_alojamiento,local300_n_desconocidos,rn_fc_med_price,fc_avg_price,tp_reviews_max,local300_n_shops,fl_n_locals,local300_n_prox_educacion,rn_fc_tot_price,tp_reviews_min,cad_med_consq
4917,-3.619814,40.460758,,,,0,0,,,,2,,10,,,0,,0,,3,,0,,0,0,,0,,,,5,,0,,,3,,0,,,,2,,,0,20,,,14,,0,0,,0,,,,,,0,0,,,2,,1,0,,,,,,,0,,,0,,0,,,,0,0,,0,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,1,0,,,,0,2,0,,,
4918,-3.619084,40.381181,,,,2,0,,,0,,,3,,,14,,,,45,,0,,6,38,,6,,,,309,,0,,,97,,0,,,,,5142,,,635,,,138,,3,2,,0,,,,,,5,0,,,,,22,0,,,,,,,19,0,916,0,,9,,,378,0,0,,,0,10,,7,0,,,,,3,22603,2,,,,0,0,0,,,,29,,,52,0,0,,,,0,,17,,,7
4919,-3.619456,40.42175,,,,0,0,,,0,,,2,,,2,,,,21,,0,,0,0,,1,,,,43,,0,,,26,,0,,,,,5151,,,208,,,84,,0,1,,0,,,,,,1,0,,,,,9,0,,,,,,,5,0,22,0,,2,,,11,0,2,,,0,2,,3,0,,,,,0,587,0,,,,0,0,0,,,,2,,,17,0,0,,,,0,,5,,,6
4920,-3.619828,40.462318,,,,0,0,,,,1,,10,,,0,,1,,1,,1,,0,0,,0,,,,7,,0,,,6,,0,,,,1,,,0,11,,,8,,0,0,,0,,,,,,1,0,,,1,,0,0,,,,,,,1,,,0,,0,,,,0,0,,1,0,0,,0,0,,,,,0,,1,,,,0,0,0,,,,,,,0,1,0,,,,0,1,0,,,
4921,-3.619098,40.382741,0.03,,,2,0,,,0,,,1,,,3,,,,30,,0,,5,41,,6,,,,253,,0,,,81,,0,,,,,5143,1,,463,,2,119,,4,2,1,0,1,,1,,,2,0,,,,30,11,0,,,,,,,18,0,326,0,,0,2430,,127,0,0,,,0,8,,5,0,,,,,4,7325,0,,,,0,0,0,,,,7,,,46,0,0,,,,0,,5,,,7
4922,-3.61947,40.42331,,,,0,0,,,0,,,1,,,0,,,,5,,0,,0,0,,0,,,,32,,0,,,14,,0,,,,,5152,,,65,,,28,,0,0,,0,,,,,,0,0,,,,,2,0,,,,,,,4,0,628,0,,4,,,348,0,0,,,0,1,,1,0,,,,,0,19705,0,,,,0,0,0,,,,24,,,1,0,0,,,,0,,6,,,7
4923,-3.620575,40.543455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,900,,900,,,,,,,,,,,,,900,10,,,,,900,,
4924,-3.619842,40.463879,,,,0,0,,,,1,,,,,0,,1,,3,,1,,0,0,,0,,,,6,,0,,,5,,0,,,,1,,,0,9,,,8,,0,0,,0,,,,,,1,0,,,1,,0,0,,,,,,,1,,,1,,0,,,,0,0,,1,0,0,,0,0,,,,,0,,1,,,,0,0,0,,,,,,,0,1,0,,,,0,1,0,,,
4925,-3.788751,40.383269,,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,5,,0,,,5,,0,,,,,,,,16,,,9,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,2,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,2,,,
4926,-3.789699,40.464403,0,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,2159.58333333333,0,,,,1,,0,2159.58333333333,,1,2159.58333333333,0,,1,2159.58333333333,,156,1,,6,,3,6,2159.58333333333,0,0,1,0,1,,0,,,0,0,,,,71,0,0,,,,,,,0,0,4,0,,1,10,,3,0,0,,,0,0,,0,0,,,,,0,696,0,,,,0,0,0,,,,1,,,0,0,0,,,,0,,2,,,3
4927,-3.788769,40.384829,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,3,,,3,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,2,,,
4928,-3.789718,40.465964,,,,0,0,,,0,,,10,,,0,,,,2,,0,,0,0,,0,,,,3,,0,,,3,,0,,,,,157,,,5,,,5,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,67,0,,1,,,49,0,0,,,0,0,,0,0,,,,,0,5689,0,,,,0,0,0,,,,4,,,0,0,0,,,,0,,1,,,2.5
4929,-3.789736,40.467524,,,,0,0,,,0,,,10,,,0,,,,3,,0,,0,0,,0,,,,3,,0,,,3,,0,,,,,158,,,9,,,8,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,0,94,0,,0,,,68,0,0,,,0,1,,0,0,,,,,0,8159,0,,,,0,0,0,,,,2,,,0,0,0,,,,0,,1,,,3
4930,-3.789754,40.469084,,,,0,0,,,0,,,10,,,0,,,,6,,0,,0,0,,0,,,,2,,0,,,1,,0,,,,,159,,,17,,,13,,0,0,,0,,,,,,0,0,,,,,1,0,,,,,,,2,0,52,0,,0,,,34,0,0,,,0,1,,1,0,,,,,0,3445,0,,,,0,0,0,,,,2,,,1,0,0,,,,0,,0,,,2.507435
4931,-3.789298,40.430077,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
4932,-3.789772,40.470644,,,,0,0,,,0,,,10,,,0,,,,4,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,,160,,,9,,,5,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,15,0,,0,,,10,0,0,,,0,1,,0,0,,,,,0,2236,0,,,,0,0,0,,,,4,,,0,0,0,,,,0,,0,,,1.63459
4933,-3.789791,40.472205,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,,,,,1,,,0,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4934,-3.78886,40.39263,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4935,-3.789809,40.473765,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4936,-3.788897,40.395751,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4937,-3.788915,40.397311,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4938,-3.788933,40.398872,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4939,-3.789407,40.439439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,1400,,1185,,,,,,,,,,,,,1185,10.895979020979,,,,,2370,,
4940,-3.790358,40.520573,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4941,-3.789425,40.440999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1600,,1600,,,,,,,,,,,,,1600,12.3076923076923,,,,,1600,,
4942,-3.790376,40.522133,,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,2,,,2,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4943,-3.789444,40.442559,,,,,,,,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,,,,,,92,,,,,,,,,,,,,,,9088,,,,,,,,,,,2,,,,,,,,,,,,,,4
4944,-3.790395,40.523693,,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4945,-3.789462,40.44412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1400,,1400,,,,,,,,,,,,,1400,14.7368421052632,,,,,1400,,
4946,-3.78948,40.44568,,,,0,0,,,0,,,9,,,0,,,,2,,0,,0,0,,0,,,,4,,0,,,4,,0,,,,,144,,,11,,,10,,0,0,,0,,1200,,,,0,0,,,,,0,0,,,2,,,2,1,0,261,0,,0,,,161,0,0,,,0,0,,0,0,,,2,,0,16118,0,2400,,1800,0,0,0,,,,1,,,0,0,0,1800,14.2191142191142,,0,,0,3600,,3
4947,-3.788551,40.366105,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4948,-3.789498,40.44724,,,,0,0,,,0,,,9,,,0,,,,4,,0,,0,0,,0,,,,6,,0,,,5,,0,,,,,145,,,22,,,19,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,0,312,0,,0,,,192,0,0,,,0,1,,1,0,,,,,0,18254,0,,,,0,0,0,,,,1,,,5,0,0,,,,0,,0,,,3
4949,-3.788569,40.367666,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4950,-3.789517,40.448801,,,,,0,,,0,,,10,,,,,,,3,,,,,,,0,,,,,,,,,,,,,,,,146,,,14,,,13,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,0,166,0,,,,,103,,0,,,,1,,1,0,,,,,,5918,,,,,,,0,,,,31,,,5,0,0,,,,0,,0,,,3
4951,-3.789061,40.409794,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4952,-3.789535,40.450361,,,,,,,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,239,,,,,,152,,,,,,,,,,,,,,,9126,,,,,,,,,,,33,,,,,,,,,,,,,,3
4953,-3.788605,40.370786,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
4954,-3.790486,40.531494,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4955,-3.789553,40.451921,,,,,,,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,,,,,,19,,,,,,,,,,,,,,,1874,,,,,,,,,,,11,,,,,,,,,,,,,,4
4956,-3.790505,40.533055,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
4957,-3.789571,40.453481,,,,,0,,,0,,,10,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,149,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,0,16,0,,,,,11,,0,,,,0,,0,0,,,,,,1802,,,,,,,0,,,,5,,,0,0,0,,,,0,,0,,,4
4958,-3.78959,40.455042,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,150,,,5,,,4,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,123,0,,0,,,89,0,0,,,0,0,,0,0,,,,,0,8611,0,,,,0,0,0,,,,23,,,0,0,0,,,,0,,3,,,3
4959,-3.789608,40.456602,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,5,,0,,,4,,0,,,,,151,,,7,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,92,0,,3,,,69,0,0,,,0,0,,0,0,,,,,0,7668,0,,,,0,0,0,,,,19,,,0,0,0,,,,0,,3,,,3
4960,-3.789626,40.458162,,,,,0,,,0,,,10,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,152,,,10,,,7,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,0,161,0,,,,,118,,0,,,,0,,0,0,,,,,,10861,,,,,,,0,,,,40,,,0,0,0,,,,0,,3,,,3
4961,-3.788696,40.378588,,,,,0,,,0,,,7,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,141,,,12,,,7,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,0,4,0,,,,,2,,0,,,,0,,0,0,,,,,,109,,,,,,,0,,,,1,,,0,0,0,,,,0,,0,,,7
4962,-3.789644,40.459722,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,5,,0,,,2,,0,,,,,153,,,6,,,3,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,131,0,,0,,,91,0,0,,,0,0,,0,0,,,,,0,7847,0,,,,0,0,0,,,,41,,,0,0,0,,,,0,,0,,,3
4963,-3.788715,40.380148,,,,0,0,,,0,,,7,,,0,,,,4,,0,,0,0,,0,,,,14,,0,,,9,,0,,,,,142,,,69,,,37,,0,1,,0,,,,,,1,0,,,,,1,0,,,,,,,0,0,32,0,,0,,,16,0,0,,,0,2,,1,0,,,,,0,983,0,,,,0,0,0,,,,2,,,7,0,0,,,,0,,0,,,6.5
4964,-3.789663,40.461283,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,4,,0,,,3,,0,,,,,154,,,7,,,4,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,62,0,,0,,,44,0,0,,,0,0,,0,0,,,,,0,6815,0,,,,0,0,0,,,,25,,,0,0,0,,,,0,,0,,,3
4965,-3.788733,40.381708,,,,0,0,,,,,,,,,0,,,,4,,0,,0,0,,0,,,,18,,0,,,11,,0,,,,,,,,75,,,42,,0,1,,0,,,,,,1,0,,,,,1,0,,,,,,,1,,,0,,0,,,,0,0,,,0,2,,1,0,,,,,0,,0,,,,0,0,0,,,,,,,7,0,0,,,,0,,3,,,
4966,-3.789681,40.462843,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,155,,,9,,,8,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,21,0,,0,,,15,0,0,,,0,0,,0,0,,,,,0,3701,0,,,,0,0,0,,,,6,,,0,0,0,,,,0,,4,,,2.5
4967,-3.562915,40.42672,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4968,-3.562616,40.390832,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,2,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4969,-3.563293,40.47197,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4970,-3.562629,40.392392,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,1,,0,,,,,,,,2,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4971,-3.562642,40.393952,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,2,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4972,-3.562655,40.395513,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4973,-3.562331,40.356504,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,2,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4974,-3.562344,40.358064,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,4,,,3,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4975,-3.562357,40.359624,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,4,,0,,,3,,0,,,,,,,,4,,,3,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4976,-3.563032,40.440763,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4977,-3.56237,40.361185,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,3,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4978,-3.562707,40.401754,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,2,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4979,-3.563045,40.442323,,,,0,0,,,0,,,8,,,0,,,,0,,0,,0,0,,0,,,,11,,0,,,8,,0,,,,,5838,,,27,,,19,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,1,0,,0,,,1,0,0,,,0,0,,0,0,,,,,0,49,0,,,,0,0,0,,,,1,,,0,0,0,,,,0,,0,,,9
4980,-3.56272,40.403315,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,1,,0,,,,,,,,2,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4981,-3.563058,40.443884,,,,0,0,,,,,,8,,,0,,,,0,,0,,0,0,,0,,,,29,,0,,,18,,0,,,,,,,,57,,,27,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4982,-3.562733,40.404875,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,2,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4983,-3.563071,40.445444,,,,0,0,,,0,,,8,,,0,,,,3,,0,,0,0,,0,,,,49,,0,,,20,,0,,,,,5839,,,98,,,32,,0,0,,0,,,,,,0,0,,,,,1,0,,,,,,,0,0,1,1,,0,,,1,0,0,,,0,0,,0,0,,,,,0,49,0,,,,0,0,0,,,,1,,,0,0,0,,,,0,,0,,,9
4984,-3.563084,40.447004,,,,0,0,,,,,,8,,,0,,,,5,,0,,0,0,,0,,,,56,,0,,,26,,0,,,,,,,,102,,,36,,0,0,,0,,,,,,0,0,,,,,1,0,,,,,,,1,,,2,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,1,0,,,,,,,0,0,0,,,,0,,0,,,
4985,-3.563097,40.448565,,,,0,0,,,,,,,,,0,,,,5,,0,,0,0,,0,,,,44,,0,,,26,,0,,,,,,,,101,,,44,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,2,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,1,0,,,,,,,0,0,0,,,,0,,0,,,
4986,-3.56311,40.450125,,,,0,0,,,,,,,,,0,,,,5,,0,,0,0,,0,,,,29,,0,,,19,,0,,,,,,,,79,,,38,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,2,,,1,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,2,0,,,,0,,0,,,
4987,-3.563449,40.490694,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4988,-3.563123,40.451686,,,,0,0,,,,,,,,,0,,,,3,,0,,0,0,,0,,,,13,,0,,,6,,0,,,,,,,,43,,,20,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,2,0,,,,0,,0,,,
4989,-3.563136,40.453246,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,5,,0,,,3,,0,,,,,,,,17,,,8,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4990,-3.563149,40.454806,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,8,,,5,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4991,-3.563489,40.495375,,,,,0,,,,,,,,,,,,,22,,,,,,,0,,,,,,,,,,,,,,,,,,,60,,,24,,,2,,,,,,,,0,,,,,,10,0,,,,,,,,,,0,,,,,,,0,,,,1,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4992,-3.563163,40.456367,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,5,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4993,-3.563502,40.496935,,,,,0,,,,1,,,,,,,0,,22,,,,,,,0,,,,,,,,,,,,,,,1,,,0,60,,,24,,,2,,,,,,,,0,,,,1,,10,0,,,,,,,,,,0,,,,,,,0,,0,,1,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,1,0,,,
